"","YearEnd","LocationDesc","Question","Data_Value","Age(years)"
"304",2018,"Delaware","Percent of adults aged 18 years and older who have obesity",30.2,"25 - 34"
"305",2018,"Delaware","Percent of adults aged 18 years and older who have obesity",39.7,"45 - 54"
"306",2018,"West Virginia","Percent of adults aged 18 years and older who have obesity",22.3,"18 - 24"
"307",2015,"District of Columbia","Percent of adults who achieve at least 150 minutes a week of moderate-intensity aerobic physical activity or 75 minutes a week of vigorous-intensity aerobic activity (or an equivalent combination)",59.7,"55 - 64"
"308",2018,"Oklahoma","Percent of adults aged 18 years and older who have an overweight classification",35.1,"45 - 54"
"309",2018,"Wyoming","Percent of adults who engage in no leisure-time physical activity",16.2,"25 - 34"
"310",2018,"Kentucky","Percent of adults who engage in no leisure-time physical activity",16,"18 - 24"
"311",2018,"Montana","Percent of adults who engage in no leisure-time physical activity",28.9,"55 - 64"
"312",2018,"Arizona","Percent of adults aged 18 years and older who have obesity",35.4,"55 - 64"
"313",2018,"New Mexico","Percent of adults who engage in no leisure-time physical activity",16.3,"25 - 34"
"314",2017,"Maryland","Percent of adults who engage in no leisure-time physical activity",31.8,"65 or older"
"315",2018,"Vermont","Percent of adults who engage in no leisure-time physical activity",19.4,"55 - 64"
"316",2018,"South Dakota","Percent of adults who engage in no leisure-time physical activity",32.1,"65 or older"
"317",2018,"California","Percent of adults aged 18 years and older who have an overweight classification",33,"25 - 34"
"318",2018,"Tennessee","Percent of adults aged 18 years and older who have an overweight classification",36,"55 - 64"
"319",2018,"North Dakota","Percent of adults aged 18 years and older who have obesity",40.7,"35 - 44"
"320",2018,"Colorado","Percent of adults aged 18 years and older who have an overweight classification",39,"35 - 44"
"321",2018,"Utah","Percent of adults aged 18 years and older who have an overweight classification",38,"45 - 54"
"322",2018,"Ohio","Percent of adults aged 18 years and older who have obesity",38.9,"45 - 54"
"323",2018,"New Hampshire","Percent of adults aged 18 years and older who have an overweight classification",23.1,"18 - 24"
"324",2018,"Kentucky","Percent of adults aged 18 years and older who have an overweight classification",27.3,"45 - 54"
"325",2018,"Massachusetts","Percent of adults aged 18 years and older who have obesity",25.7,"25 - 34"
"326",2018,"New Mexico","Percent of adults aged 18 years and older who have an overweight classification",38.1,"65 or older"
"327",2018,"Florida","Percent of adults who engage in no leisure-time physical activity",30.9,"55 - 64"
"328",2018,"Minnesota","Percent of adults aged 18 years and older who have obesity",35.7,"45 - 54"
"329",2018,"New Jersey","Percent of adults aged 18 years and older who have an overweight classification",26.6,"18 - 24"
"330",2018,"West Virginia","Percent of adults who engage in no leisure-time physical activity",34.1,"55 - 64"
"331",2018,"Hawaii","Percent of adults aged 18 years and older who have an overweight classification",37.7,"55 - 64"
"332",2018,"Tennessee","Percent of adults who engage in no leisure-time physical activity",28.8,"35 - 44"
"333",2018,"Wyoming","Percent of adults aged 18 years and older who have obesity",26.4,"65 or older"
"334",2018,"Oregon","Percent of adults who engage in no leisure-time physical activity",26,"65 or older"
"335",2018,"Oregon","Percent of adults aged 18 years and older who have an overweight classification",32.7,"45 - 54"
"336",2018,"Tennessee","Percent of adults aged 18 years and older who have an overweight classification",22.8,"18 - 24"
"337",2018,"Mississippi","Percent of adults aged 18 years and older who have an overweight classification",31.4,"35 - 44"
"338",2018,"New York","Percent of adults who engage in no leisure-time physical activity",21.1,"25 - 34"
"339",2018,"National","Percent of adults aged 18 years and older who have an overweight classification",25.9,"18 - 24"
"340",2018,"Nevada","Percent of adults aged 18 years and older who have obesity",10.2,"18 - 24"
"341",2018,"Missouri","Percent of adults aged 18 years and older who have an overweight classification",33.3,"45 - 54"
"342",2018,"Wisconsin","Percent of adults aged 18 years and older who have obesity",24.3,"18 - 24"
"343",2018,"Nebraska","Percent of adults who engage in no leisure-time physical activity",27.3,"55 - 64"
"344",2018,"Maryland","Percent of adults who engage in no leisure-time physical activity",22.1,"45 - 54"
"345",2018,"Montana","Percent of adults aged 18 years and older who have obesity",31.7,"45 - 54"
"346",2018,"Kansas","Percent of adults aged 18 years and older who have an overweight classification",33.6,"25 - 34"
"347",2018,"Montana","Percent of adults aged 18 years and older who have obesity",28.9,"25 - 34"
"348",2018,"New Jersey","Percent of adults aged 18 years and older who have an overweight classification",39.8,"65 or older"
"349",2018,"Colorado","Percent of adults aged 18 years and older who have obesity",26.8,"55 - 64"
"350",2018,"Massachusetts","Percent of adults aged 18 years and older who have obesity",29.7,"55 - 64"
"351",2018,"Alabama","Percent of adults who engage in no leisure-time physical activity",37.8,"65 or older"
"352",2018,"New Mexico","Percent of adults aged 18 years and older who have obesity",25.8,"18 - 24"
"353",2018,"Indiana","Percent of adults who engage in no leisure-time physical activity",23.2,"35 - 44"
"354",2018,"Arizona","Percent of adults aged 18 years and older who have obesity",33,"25 - 34"
"355",2018,"New York","Percent of adults aged 18 years and older who have an overweight classification",33.7,"25 - 34"
"356",2018,"Nevada","Percent of adults who engage in no leisure-time physical activity",26.8,"55 - 64"
"357",2013,"National","Percent of adults aged 18 years and older who have an overweight classification",25.8,"18 - 24"
"358",2018,"Washington","Percent of adults aged 18 years and older who have an overweight classification",38.7,"65 or older"
"359",2018,"Ohio","Percent of adults who engage in no leisure-time physical activity",16.3,"18 - 24"
"360",2018,"New York","Percent of adults aged 18 years and older who have obesity",27,"65 or older"
"361",2018,"Connecticut","Percent of adults who engage in no leisure-time physical activity",21.9,"45 - 54"
"362",2018,"Alabama","Percent of adults aged 18 years and older who have an overweight classification",35.6,"45 - 54"
"363",2018,"Pennsylvania","Percent of adults aged 18 years and older who have obesity",40.3,"45 - 54"
"364",2018,"California","Percent of adults who engage in no leisure-time physical activity",20,"35 - 44"
"365",2018,"Georgia","Percent of adults who engage in no leisure-time physical activity",30.8,"55 - 64"
"366",2018,"Pennsylvania","Percent of adults aged 18 years and older who have an overweight classification",34.8,"45 - 54"
"367",2018,"South Carolina","Percent of adults aged 18 years and older who have obesity",32.3,"25 - 34"
"368",2018,"Nebraska","Percent of adults aged 18 years and older who have an overweight classification",35,"55 - 64"
"369",2018,"Washington","Percent of adults aged 18 years and older who have an overweight classification",37.3,"55 - 64"
"370",2018,"Washington","Percent of adults aged 18 years and older who have obesity",26.9,"65 or older"
"371",2018,"Illinois","Percent of adults aged 18 years and older who have an overweight classification",33.5,"25 - 34"
"372",2018,"Louisiana","Percent of adults aged 18 years and older who have obesity",45.8,"45 - 54"
"373",2018,"New Hampshire","Percent of adults aged 18 years and older who have obesity",19.4,"18 - 24"
"374",2018,"District of Columbia","Percent of adults aged 18 years and older who have an overweight classification",37.2,"55 - 64"
"375",2018,"Vermont","Percent of adults aged 18 years and older who have obesity",26.7,"25 - 34"
"376",2018,"Kansas","Percent of adults who engage in no leisure-time physical activity",21.7,"45 - 54"
"377",2018,"Kansas","Percent of adults aged 18 years and older who have obesity",40.7,"45 - 54"
"378",2018,"Iowa","Percent of adults who engage in no leisure-time physical activity",17.4,"25 - 34"
"379",2018,"Arizona","Percent of adults aged 18 years and older who have an overweight classification",36.9,"45 - 54"
"380",2018,"New Jersey","Percent of adults aged 18 years and older who have obesity",25.8,"65 or older"
"381",2018,"Michigan","Percent of adults who engage in no leisure-time physical activity",18.8,"25 - 34"
"382",2018,"South Dakota","Percent of adults who engage in no leisure-time physical activity",20.7,"25 - 34"
"383",2018,"Ohio","Percent of adults aged 18 years and older who have an overweight classification",35.5,"45 - 54"
"384",2018,"Mississippi","Percent of adults aged 18 years and older who have obesity",44.2,"55 - 64"
"385",2018,"Kentucky","Percent of adults who engage in no leisure-time physical activity",45.4,"65 or older"
"386",2018,"North Carolina","Percent of adults aged 18 years and older who have an overweight classification",40.1,"35 - 44"
"387",2018,"Wyoming","Percent of adults aged 18 years and older who have obesity",12,"18 - 24"
"388",2018,"Maine","Percent of adults aged 18 years and older who have an overweight classification",23.1,"18 - 24"
"389",2018,"Minnesota","Percent of adults who engage in no leisure-time physical activity",17.1,"35 - 44"
"390",2018,"National","Percent of adults aged 18 years and older who have obesity",34.5,"35 - 44"
"391",2018,"Hawaii","Percent of adults aged 18 years and older who have obesity",20.6,"18 - 24"
"392",2018,"Rhode Island","Percent of adults aged 18 years and older who have an overweight classification",33.8,"25 - 34"
"393",2018,"Colorado","Percent of adults who engage in no leisure-time physical activity",17,"35 - 44"
"394",2018,"Washington","Percent of adults who engage in no leisure-time physical activity",20.1,"55 - 64"
"395",2018,"Kansas","Percent of adults who engage in no leisure-time physical activity",13.7,"18 - 24"
"396",2018,"Illinois","Percent of adults aged 18 years and older who have obesity",32.5,"65 or older"
"397",2018,"Louisiana","Percent of adults who engage in no leisure-time physical activity",38.7,"65 or older"
"398",2018,"Oregon","Percent of adults who engage in no leisure-time physical activity",19.1,"45 - 54"
"399",2018,"New Hampshire","Percent of adults who engage in no leisure-time physical activity",22.9,"55 - 64"
"400",2018,"Rhode Island","Percent of adults who engage in no leisure-time physical activity",23.7,"45 - 54"
"401",2018,"Maine","Percent of adults aged 18 years and older who have an overweight classification",34.1,"45 - 54"
"402",2018,"Connecticut","Percent of adults aged 18 years and older who have an overweight classification",36.4,"25 - 34"
"403",2018,"Hawaii","Percent of adults aged 18 years and older who have obesity",17.4,"65 or older"
"404",2018,"Illinois","Percent of adults aged 18 years and older who have an overweight classification",37.8,"45 - 54"
"405",2018,"West Virginia","Percent of adults aged 18 years and older who have an overweight classification",27,"18 - 24"
"406",2018,"Tennessee","Percent of adults aged 18 years and older who have obesity",41.9,"45 - 54"
"407",2018,"Virginia","Percent of adults aged 18 years and older who have an overweight classification",26.7,"18 - 24"
"408",2018,"Nevada","Percent of adults aged 18 years and older who have an overweight classification",38.3,"55 - 64"
